fsc_peak,ssc_peak,bsc_peak,fsc_ssc_ratio,refractive_index,noise_level,size_um,y_true,y_pred
5879.712568943253,15.971950907181936,19.40259576697012,368.1273879906092,1.5977740246251184,0.05,2.824980930800696,2.824980930800696,2.8792838225146484
18791.625818290428,13.27839514411306,202.46754273803143,1415.2030883947928,1.5969889503897097,0.05,8.142109180571904,8.142109180571904,8.524878797997633
12737.244144254448,54.37424627280316,83.01358959834351,234.2514152769249,1.552021672271062,0.05,4.944642177003892,4.944642177003892,5.303532735279925
53211.140128819374,30.347840973730342,283.26837644062743,1753.37481744176,1.5768302279464952,0.05,14.393425305729414,14.393425305729414,13.745808017780814
147374.21068892998,139.67235016355417,1297.756270283317,1055.1423421693837,1.5243631206552015,0.05,19.70984108111545,19.70984108111545,19.6663369787887
2066.0316881518725,16.255607571640358,96.48136123970296,127.09655292301646,1.5873903247886685,0.05,3.888607799140949,3.888607799140949,3.989570367647772
25966.696274226997,100.00662407935512,138.51024766800717,259.64976333330486,1.5736352850953157,0.05,9.829746276866077,9.829746276866077,10.151410387455718
53160.93961774281,5.35586904752668,196.60335376822712,9925.73551296341,1.5682661057665783,0.05,9.005570547237179,9.005570547237179,9.240153465462999
162720.4708469936,43.225957690523614,1870.41503921052,3764.415632112235,1.5507335828739697,0.05,19.13066554034778,19.13066554034778,19.239983823608796
122240.23587801988,99.81930174236514,509.1267345885197,1224.615217128034,1.506597532310238,0.05,16.1076309615279,16.1076309615279,16.099698460979678
11906.956873211728,21.085815717218665,123.61301485057474,564.690360208537,1.5606704403172358,0.05,4.825848803308067,4.825848803308067,5.5815146272317975
38644.40863443218,36.51086221276308,1415.281726429184,1058.4359363571766,1.57419678331674,0.05,15.113999908446113,15.113999908446113,15.007050363138305
45697.44765168837,170.0440289932957,874.774645035124,268.73891380932486,1.5193274087821893,0.05,11.336130113138193,11.336130113138193,12.596798050949934
167453.15776729086,273.3741476198319,538.9676727664648,612.5420389039393,1.515311602016551,0.05,17.926786006856446,17.926786006856446,18.032460422183554
40842.93348909183,148.32568114519427,730.4198557595266,275.3598242291961,1.5030109956334956,0.05,12.272150946118977,12.272150946118977,14.152001837342171
6175.184726895836,18.457266333190564,109.5350034434501,334.56659372448973,1.5631086175724778,0.05,4.34379540048392,4.34379540048392,4.400542396010198
8366.092627431515,31.68818944844701,108.96840166516296,264.01295791222657,1.5570205466226108,0.05,4.498387875873525,4.498387875873525,4.560918760410611
134343.62532037008,111.29059521714603,1409.9905935456602,1207.1426615792348,1.557742465325762,0.05,16.350894455699255,16.350894455699255,16.693178540489736
4682.653238248548,86.93127103748232,77.70202990124056,53.86615405836702,1.5378910337076053,0.05,6.610569280092991,6.610569280092991,6.62069089475159
64531.88469166264,194.2896178913187,752.0642627859324,332.1427330585837,1.5419364937060445,0.05,18.67518361475021,18.67518361475021,16.08910117078541
1860.7754130319747,0.78023201628505,0.2112771605420761,2384.9000961366078,1.5547149167944256,0.05,1.4573133080490486,1.4573133080490486,1.4648228833854122
6325.450312382523,4.201098912310115,1.0368017529610272,1505.6656467530297,1.5116905367197548,0.05,2.127080132557807,2.127080132557807,2.1174497555827525
62059.68946804707,49.05458214977262,393.4155804103427,1265.115036089847,1.524652579809453,0.05,16.79130214268615,16.79130214268615,16.414098004357147
7854.190076112693,10.464835272441446,9.760625990994528,750.5316491742329,1.5073255129434382,0.05,3.657397744566765,3.657397744566765,3.5925623426773496
42690.16072434209,48.59709721342944,223.952247734766,878.4508370114448,1.508030691085403,0.05,17.075387981308456,17.075387981308456,16.379321630519055
173497.10473880338,179.0420332787959,2149.353758402983,969.0300180386844,1.50758975436899,0.05,18.505982686940268,18.505982686940268,18.580006583299234
206392.83041135257,131.08167931618252,350.8927496163557,1574.5360563464958,1.5441756405902964,0.05,17.179977052165537,17.179977052165537,17.221762549845533
98771.62584031987,78.22715621182766,251.73097309168477,1262.6258018583494,1.5190517480297232,0.05,17.318759991561233,17.318759991561233,16.581429004132104
4940.230835942802,23.896836959592797,37.77211981642607,206.7315789152144,1.5250339476760688,0.05,4.12971930559991,4.12971930559991,4.1088227131533435
15982.063844305118,99.03576153522782,360.1763372449237,161.37669460398698,1.511685681688373,0.05,8.686007582472758,8.686007582472758,8.60462083903805
138232.79614045605,238.3147157623307,87.5927666930807,580.0430565006923,1.5014794467030164,0.05,13.324988930297948,13.324988930297948,13.339925422358519
