Pol0,Pol45,Pol90,Pol135,Pol_Ratio_0_90,Pol_Diff_0_90,PlasticType,y_true,y_pred,proba_PC,proba_PE,proba_PET,proba_PP,proba_PS,proba_PVC
166.98104686639704,168.55176084384328,145.75490430689436,159.2339022672265,1.1456290109786629,21.22614255950268,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
178.14670394014985,179.6537540925081,145.07233982897068,146.99147311893708,1.2279853220136336,33.074364111179165,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
197.60986023846877,147.83873652080968,114.35547262957544,170.59457959914027,1.7280315116931402,83.25438760889331,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
196.93596769177088,162.54325793342352,136.77902874126545,156.371377482377,1.4398111282417407,60.15693895050544,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
185.59642434264572,151.37732179508436,151.11976153424243,173.3144057943131,1.2281413261798406,34.47666280840332,PE,PE,PE,0.0,0.99,0.0,0.01,0.0,0.0
170.22811651986322,156.03444549554115,157.96073640367402,152.7281286311945,1.0776609453430217,12.267380116189202,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
188.0074619362571,147.61030631936185,134.84152327166075,162.53825817058825,1.3942846192673506,53.165938664596354,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
178.04064537586805,160.38349839167515,146.12770743533272,158.63890921045285,1.218390738489195,31.91293794053533,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
199.5835570811711,145.25294505372173,129.27322393534294,158.98893678297503,1.543889376356812,70.31033314582817,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
186.1348362014841,157.3975606243955,144.28101948188612,147.7486794996518,1.2900853963320695,41.85381671959797,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
167.9569478618888,155.69694566102982,129.03331081249726,146.86584563270264,1.3016557259849963,38.92363704939154,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
189.85188837880975,154.26096196343644,139.12393439955332,157.20884739161207,1.364624205016871,50.727953979256455,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
175.41075510521668,153.19277218371263,135.5181667349061,140.98546075539386,1.2943707794420396,39.89258837031059,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
175.50615941750976,137.6661325374676,131.8764864305029,147.18922344759028,1.3308373931390651,43.62967298700687,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
186.48175548814237,163.97204412907573,155.1480360960753,162.54749699395427,1.201960141942523,31.333719392067053,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
172.43813389414237,166.2869858403402,163.63552197952708,156.70633717392064,1.0537940161654913,8.802611914615284,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
181.27871216358412,156.52778479287994,134.3155142454192,148.6548202858922,1.3496483498723353,46.96319791816495,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
195.14076163775763,143.66981374586382,150.2219833853045,129.45446689597873,1.2990160111069824,44.91877825245314,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
187.7953298372425,147.92384354587318,134.91905082104023,155.5772227594389,1.3919111400089714,52.87627901620223,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
179.29600679068412,167.91408147067588,121.69421145438484,158.22506555016204,1.473332253423495,57.60179533629928,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
170.9863824156409,147.65782997916068,131.0857091902959,157.8040694393398,1.304386141493285,39.900673225345,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
177.02370238265328,167.3303079956141,136.84588655260916,138.50767323835217,1.2935990028066948,40.177815830044125,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
179.71925072501898,160.79762041309962,147.768147323712,150.58796589343595,1.2162245651717654,31.951103401306995,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
189.39937399631555,176.0344946579753,121.685339905123,162.42986612960752,1.5564682988434646,67.71403409119256,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
178.1777416777514,173.95088683190667,151.3154393908911,147.65110489452687,1.177525191051174,26.862302286860317,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
172.37154518000085,169.89449392793338,131.35221196191426,157.03785272558957,1.3122850586633454,41.01933321808659,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
191.3991877821522,166.89243120692024,135.14712226944306,156.89039607628632,1.416228363342871,56.25206551270915,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
179.65279900948076,137.3748409152182,134.08159179363162,148.34733761328286,1.3398766870696832,45.57120721584914,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
184.77027708917785,154.81635523945937,145.97054780330186,149.48009551807192,1.2658051906344792,38.799729285876,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
187.79429861236304,164.89029152712945,138.2288801085155,138.79151520086532,1.3585749842213624,49.565418503847525,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
189.83639175385755,168.53564987768507,162.7878267794842,137.01671602609576,1.16615840084292,27.048564974373363,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
201.6122492883411,141.77152481130543,133.56184820848125,165.6679569187586,1.5095047874273022,68.05040107985985,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
192.7784367034593,167.4890630338156,140.5707273623634,136.38849661796905,1.371398158924758,52.20770934109589,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
184.39117629269387,154.62047516991024,121.5742638284204,155.13854741968132,1.5166958078638084,62.81691246427346,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
184.78602482037684,153.10692538684953,134.6769855662053,156.68201731460368,1.3720683162271896,50.109039254171535,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
173.71617260520944,149.27954843521306,134.4181136700324,150.68839106045888,1.2923568696377137,39.29805893517704,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
157.4911210661079,159.51005648852902,143.31639867899878,106.35799480191476,1.0989050975168428,14.174722387109114,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
194.87254221916527,163.13075262462309,135.7684253884388,147.54678991712092,1.435330355063243,59.10411683072647,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
192.0299185053461,153.6131495163774,135.22465075705753,128.77740629348878,1.420080713318639,56.80526774828857,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
151.64476631115917,156.95772699613167,133.42693155937565,140.9316486353256,1.1365379128401565,18.217834751783528,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
179.4662074250925,174.71321857479475,135.38758767805365,153.81830403284212,1.3255735662552472,44.078619747038886,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
190.8855132359681,152.8130651540741,129.30232529196107,158.86877936209012,1.476272857467597,61.58318794400702,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
190.6995473315636,164.9058603056557,143.46394019811947,168.78302630881316,1.3292507306589598,47.23560713344415,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
188.38875630419236,163.92394006922507,145.52989463105527,144.04986575697745,1.294502114371704,42.858861673137056,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
192.9747576972672,165.3275498540614,122.3045853379355,144.4145444663987,1.577821119004373,70.67017235933172,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
166.7420079889262,160.58224549295772,137.85087617327193,161.43261908895457,1.209582504062865,28.891131815654266,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
179.80313465583072,143.31901034020024,154.35004431603127,149.39490766262287,1.1649049759110164,25.453090339799445,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
187.5366534735481,160.46702215276704,128.27370644683035,161.41013684440358,1.4620038561938833,59.2629470267178,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
204.4221875036576,158.29418713027238,139.42833111374185,162.88139894545452,1.4661452652466702,64.99385638991575,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
177.92663391923057,164.55299219436654,144.49329120603156,144.7272970490918,1.231383356515333,33.43334271319901,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
164.71793847445346,144.1029429509884,130.40959318763896,164.55966753341426,1.2630814531983867,34.3083452868145,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
194.8713469353956,168.01304306114,131.70531049933206,156.58476182439938,1.479601287120339,63.16603643606357,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
186.96288590298505,163.42990507173008,149.88532544847723,153.87521639217323,1.2473728521692615,37.07756045450782,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
165.78869746825615,183.46274796898877,141.98350862192416,147.36707863259227,1.167661646605176,23.805188846332012,PE,PE,PE,0.0,0.99,0.0,0.01,0.0,0.0
163.29330051045173,164.960767719373,123.20136186369096,155.6141084852603,1.325417982725858,40.09193864676078,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
185.71968258673328,156.59126576951476,131.4288884989092,148.35816397484683,1.413081132374293,54.29079408782408,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
164.7691585461554,161.01219798750117,136.48263185948284,147.89085214168577,1.2072536725097394,28.286526686672573,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
183.4486730560012,148.7270809102001,143.42211016558727,149.06674772125413,1.279082233863394,40.026562890413885,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
180.1010495480213,161.03183719487626,153.2542830614025,149.38117236777143,1.1751779196661176,26.846766486618804,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
175.2133083345911,152.88905717263967,150.39945233886323,143.7788055281607,1.164986345427775,24.813855995727863,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
172.10128431518183,150.20846280085203,148.58717943293152,135.4559029246891,1.158251236560177,23.514104882250308,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
186.7174381925073,170.373997930832,122.5409119376416,146.19893661891123,1.5237151024918416,64.1765262548657,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
180.15731397932635,152.37099739659155,150.11729191723228,150.67570908821057,1.2001103382457547,30.040022062094067,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
187.28754196012812,156.15567391322622,142.38630277965063,143.52492085366194,1.315348023678684,44.90123918047752,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
175.07275530898417,151.8615039957075,123.74936305601985,162.84088670435517,1.4147366175107572,51.323392252964325,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
190.4416840683625,151.2771473501303,130.18307317693436,152.35255008829785,1.4628759286511042,60.25861089142813,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
178.9184045846682,184.15238108563517,142.35285249686666,142.48616186951028,1.2568656085666172,36.565552087801535,PE,PE,PE,0.0,0.99,0.0,0.01,0.0,0.0
184.26936361452377,151.34729778609565,123.1443022009241,135.85993550088216,1.496369383894572,61.12506141359967,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
193.45582920180843,177.3699818598153,153.24765783072246,143.3732222927645,1.2623738068186332,40.20817137108597,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
184.8358556054857,156.8539147954261,153.66698075135795,142.20436307597654,1.2028339120201808,31.16887485412775,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
181.76615405499268,161.38022372189255,141.89480748871873,147.76321201357305,1.280992287680745,39.87134656627396,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
177.5111756516446,160.8528570850485,119.60858050392176,132.12150476567356,1.48410067993261,57.90259514772284,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
176.52896590422355,166.65916095058267,156.44847058582803,145.59659347819093,1.1283521356469848,20.08049531839552,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
161.2817966116588,172.26204626436956,152.21375368242784,159.0530693229803,1.0595743992238056,9.068042929230955,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
172.76425623394965,178.4758627876636,138.20426429765325,140.7831072705125,1.25006458456205,34.5599919362964,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
182.15474709294887,162.48912777658668,162.85399812291834,153.44099559722562,1.118515659378917,19.300748970030583,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
172.23081089650566,171.84483852471928,131.6880906164194,158.39628945707935,1.307869300027889,40.54272028008626,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
184.00853516607293,174.04911872680003,124.93860327089148,130.82320333066167,1.4727916780621135,59.069931895181455,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
180.03527252864504,163.2652327937594,122.86624708949904,158.00684688164276,1.4652947965237562,57.169025439146,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
180.77614991658157,170.57684565340526,163.66908814020047,138.4946118180541,1.1045222526182037,17.107061776381073,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
197.7809750720945,160.10958879863523,128.06921800124243,144.3972065689091,1.54432874783522,69.71175707085209,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
181.5981583398763,161.22413219172097,123.8773677477836,147.70261254793988,1.4659510582240751,57.7207905920927,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
175.9476302632799,145.3595040649064,166.25914418344922,152.6753039495238,1.058273402809896,9.688486079830682,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
185.82315948474604,144.2660552170119,138.59147049820118,155.95525154569353,1.3407979496628395,47.23168898654487,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
158.12905321487656,157.8510569157455,149.0224655884648,138.42683648245043,1.0611088240316746,9.106587626411766,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
177.62245436698808,155.5922745560376,163.83121094965145,150.77195666321123,1.084179585424507,13.79124341733663,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
172.9274947596301,145.76376082360085,151.80492853114387,154.12568733161416,1.1391428225214228,21.12256622848622,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
180.95875581200409,150.44163408654822,150.1024644640771,146.23861468781556,1.205568186092718,30.856291347927,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
169.42925922577743,162.3259765408286,150.6212804186203,155.95118489013876,1.1248693329049142,18.807978807157127,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
193.1249632723464,153.4628668202324,138.67160964113376,164.6534158838933,1.39267845647809,54.45335363121265,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
172.87481531271172,169.53374194454005,124.05341069007368,157.9781917903501,1.3935514900481858,48.82140462263803,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
201.4918153592,142.44658862627844,128.78140522505154,152.9089900998314,1.5646033292390586,72.71041013414842,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
187.0524334422589,167.6800602256015,140.75675972079452,168.21885792474953,1.3289055091442612,46.29567372146437,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
187.2822246604871,157.09448423079192,150.0954195774641,150.58261604360905,1.2477544297334864,37.18680508302299,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
188.248101709588,162.19389727140666,143.04370586830152,152.55792126579334,1.3160180699100847,45.2043958412865,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
178.76624070587926,170.44395476918146,142.67293119601408,163.9155460274214,1.252979378830296,36.09330950986518,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
177.16080815149752,169.7502488307835,150.01373027181933,140.43741724453002,1.1809639546359436,27.147077879678196,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
174.08935084391544,178.9011463658934,155.18110900099427,161.24141202791458,1.12184628634662,18.90824184292117,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
187.07048513783803,166.42831308783678,149.14864228026417,159.42956070071776,1.2542553675166228,37.92184285757386,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
174.62599831347282,171.34970331120556,145.02949565042056,143.02988202015777,1.204072299433432,29.596502663052263,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
172.99567542758547,139.79786368564623,149.96679356177333,152.49668596908373,1.1535598736151296,23.02888186581214,PE,PE,PE,0.0,1.0,0.0,0.0,0.0,0.0
