Pol0,Pol45,Pol90,Pol135,Pol_Ratio_0_90,Pol_Diff_0_90,PlasticType,fsc_peak,ssc_peak,bsc_peak,fsc_ssc_ratio,refractive_index,noise_level,size_um
233.4273691667057,248.18279824180811,218.268202419068,214.22635754902436,1.0694520162791858,15.159166747637729,PS,65231.87747305742,122.78093169719354,482.72029730468046,531.2867117949812,1.5177649438666223,0.05,16.37375635755209
217.45745253973325,226.5135523983362,197.5526403003051,194.5005830180744,1.1007570043567645,19.90481223942814,PP,180972.41194242844,30.54838286425209,1258.780154192342,5924.1241260033885,1.5703611607569006,0.05,18.51787356640013
281.8876023365433,221.09141072783623,220.05869304775243,222.01803065671925,1.280965538931807,61.828909288790925,PS,1384.9068032381292,0.6233083762020779,0.4145963062900938,2221.864576014096,1.530692202256934,0.05,1.4163632918978155
168.28601184535313,148.08158336994836,134.82321422433964,144.73164681072774,1.2481975957444016,33.46279762101349,PE,22693.83011749241,53.95436747565658,290.88130770739537,420.6115497009751,1.512885130790667,0.05,7.737776556820395
258.1803527931586,242.4063069562588,253.0679126120584,232.3670222228123,1.020201850674516,5.112440181100226,PC,8398.995041513106,2.0979337263358806,2.6073156607564623,4003.460610826255,1.5193488794663847,0.05,2.3334871014792213
220.40352400386288,217.6723223915268,221.5904041621546,205.7776038647754,0.9946438106705054,-1.1868801582917283,PP,22451.566587964517,26.23712197330407,190.92218551102897,855.717582513546,1.5578922916108535,0.05,6.780415804823473
221.2001832834713,219.4766430318084,214.8641719195553,188.7792441271098,1.0294884498765486,6.336011363915958,PP,39417.11366376116,72.17011619147823,601.1372455622046,546.1694638073664,1.5680774496752956,0.05,16.930807851103623
288.8691446174034,297.6162526866351,246.34381777640783,270.7745330139056,1.1726259145646325,42.52532684099552,PVC,42159.763021473394,47.83884147942989,112.603860071119,881.2872911799147,1.5260837497312871,0.05,9.54649518193477
196.7630951675829,155.89803656739934,147.25642773775382,141.7315554884664,1.3361935922959811,49.50666742982904,PE,38742.39360404097,63.79014895045547,925.8328257762336,607.3413252808685,1.5933105892303907,0.05,15.974297376544069
264.72545860076644,257.2378669147876,220.7040047292241,218.0053895662361,1.1994592437303124,44.02145387154235,PC,63748.99493941887,86.58836794139356,927.4386453750272,736.2304713010699,1.5358353370446534,0.05,16.221359825127116
317.08682285724683,277.35084422094457,253.92848849827325,254.6438846840432,1.2487248860200382,63.158334358973605,PVC,97939.63287213996,39.32491103778555,478.0327534524383,2490.523952502871,1.596837362290863,0.05,17.827614126807116
186.96288590298505,163.42990507173008,149.88532544847723,153.87521639217323,1.2473728521692615,37.07756045450782,PE,167603.7161451425,131.70835239319115,524.810997850709,1272.5367305751408,1.5861427172310394,0.05,17.69851848095826
325.3090780072449,313.0302657439896,285.8176075794242,292.8254545366894,1.1381701804947293,39.49147042782073,PET,16737.864246619625,49.39943003137745,591.2470162297021,338.82707220810585,1.5864283982452434,0.05,14.443239441846384
251.69069869365987,247.73265529828288,204.6831059091498,219.12459832220023,1.229660345321195,47.00759278451008,PS,32793.921851525425,31.401185650069326,375.7595349384762,1044.352981315171,1.5649462683949409,0.05,7.009660666699698
269.83930086029005,263.7644375015572,239.73623686443372,233.21112094347976,1.125567433566078,30.103063995856303,PC,76441.98603791403,13.55432383184959,69.07482646708115,5639.6753523516245,1.553317746770738,0.05,9.680142336708888
295.76261038891005,264.3257104367165,280.9721015731874,296.6451035266412,1.0526404889770526,14.79050881572266,PET,12289.436281705644,97.3320647489462,135.3811211315354,126.2629772961067,1.5949158401209034,0.05,9.368582890663331
230.5604417353799,196.4257423236342,189.22377679620985,201.4640304390849,1.2184538626120374,41.33666493917005,PP,22237.93707877922,74.36167486737861,319.1605386306517,299.0510517432634,1.5182120498590228,0.05,7.58718466856532
195.22103956681207,165.02049593654655,137.3016393294636,170.91690159192402,1.4218405586430571,57.91940023734847,PE,3254.3769282249023,43.58155286053506,97.58183963247768,74.67326688804623,1.5222668017521117,0.05,6.845976099243376
244.0641803590238,251.13238285810743,233.0154937731417,235.86859921354912,1.047416102710487,11.048686585882052,PC,65379.299398776944,94.32336719190484,1069.7953468134094,693.1400070256915,1.5491432429041885,0.05,15.519776466157696
264.15794161128787,257.7117242517893,239.02367927457365,236.69289237041357,1.1051538592870611,25.13426233671421,PC,1573.7596436468905,21.873366427785257,51.26951244953502,71.94867094512847,1.5845422165562713,0.05,3.416990976055281
192.9747576972672,165.3275498540614,122.3045853379355,144.4145444663987,1.577821119004373,70.67017235933172,PE,139335.81831596454,125.0193946669132,141.14125119961727,1114.513621555118,1.5721298778171824,0.05,13.813550855818429
183.21859218441872,158.5601844583883,132.00697141555236,149.86369143277236,1.3879463351041843,51.21162076886637,PE,28393.57191270372,43.2181373216766,18.008293013996724,656.9827778719557,1.5007187364740473,0.05,5.447681080895459
296.1403930253253,278.08531043749315,290.1587417272656,288.02446595776547,1.0206150993847438,5.981651298059774,PET,7727.812610748619,8.954126579867715,12.374816321693402,863.0448253055343,1.588596948021022,0.05,2.6959794440914524
283.4072830709743,266.74683984804466,274.11672948735634,261.12533210747955,1.0338926909021309,9.290553583617964,PVC,86268.58433551529,70.44046664581398,826.3005950737346,1224.702056107364,1.5206897569841673,0.05,15.224666310937522
217.1405409031973,207.7551850389583,210.8710007374505,213.11199254474175,1.0297316375595564,6.269540165746832,PP,596.9753608846958,35.39155954811797,12.32754729302035,16.86773254668778,1.557407321443754,0.05,5.8833561292514895
277.34189245311285,235.61661623639608,243.71855452845983,227.28099165017173,1.1379596969533423,33.623337924652986,PC,116404.41541869727,121.2823379577416,1229.6118156659843,959.7804377608246,1.5236363597115392,0.05,15.32636949538636
253.5704244441096,238.9541254481667,220.75989666545132,234.01383663904733,1.148625399242602,32.81052777865827,PC,26258.60758902493,75.7539880335248,1061.8500585637184,346.6300358610506,1.5988239772946518,0.05,11.772217111618
224.548087788572,211.76087585519895,199.7821979546328,201.276107572419,1.1239644477210282,24.765889833939184,PP,4661.001117360924,2.545011436415809,0.632269048096148,1831.426393153533,1.5614320888932367,0.05,1.7937702836063292
166.94390654823775,163.198612086153,126.25620325094246,173.1959864521185,1.3222630037149603,40.687703297295286,PE,107660.07260472867,68.73980662458814,742.3591824153143,1566.196908163146,1.5122121056064908,0.05,16.138837597256938
220.23682039104173,219.79494846891265,221.36873258618263,205.2554177749616,0.9948867566710208,-1.1319121951408988,PP,4462.827372096394,13.04267624830318,30.758469576179884,342.1711377935051,1.5837587745923436,0.05,3.144480284755967
231.82749184842427,221.405464776508,197.4692760317316,177.06093627753702,1.173992716776718,34.35821581669265,PP,13067.6927896363,67.82910116515214,528.9424333343627,192.6561396947613,1.531243658381053,0.05,8.622021283792224
247.9692670773581,269.6767618840122,228.6030469687336,239.6256450694871,1.0847154942395554,19.36622010862453,PS,100831.31327977891,68.35823913218029,122.05778994069968,1475.042578018025,1.519810865693588,0.05,13.387113931692696
301.9026133761273,303.9079620606145,299.2928107000708,273.6787407322652,1.0087198976478988,2.6098026760565745,PET,112188.88438469816,50.39703287498896,931.5522822713068,2226.100982189949,1.551832555846325,0.05,18.665794379564588
252.80301918890024,250.20471100402165,248.3303052232056,223.9222335237372,1.018011148344035,4.472713965694652,PC,59289.00475862127,95.75740295613862,505.3776788144423,619.1584454849851,1.519597429826824,0.05,16.371719036200137
194.7231585604762,154.72917589353924,131.59683779210062,150.66615979443938,1.479694815069218,63.12632076837559,PE,54471.38171821443,132.74952786694226,347.77920700126595,410.33201844907467,1.577656035496873,0.05,11.248060728908616
303.8291751381008,298.2126352221152,274.47163357110185,258.90816271816595,1.1069602027176113,29.35754156699897,PET,20612.7261820141,57.04459209962032,288.2777023294365,361.3440892986936,1.5398135234572907,0.05,7.094505386792996
265.9484003837486,274.40383801402623,268.03332912127667,265.33608712444845,0.9922213825259594,-2.08492873752806,PVC,88872.86950104599,123.4275410720682,451.9042172002869,720.0408330944056,1.5784416272882436,0.05,13.0544325146087
182.6673596041135,153.06970451773947,127.35573976856946,160.22023735814972,1.434308025190354,55.31161983554404,PE,44458.953964227614,59.42502261171134,816.4288199388593,748.1520748250856,1.5065977172714071,0.05,12.05352971758898
156.0588814294571,148.90726004107034,134.05854755854628,152.99834007589527,1.1641098928160682,22.000333870910826,PE,126341.75052010416,111.2247587487327,982.2360641185168,1135.9139092797338,1.5584970099249535,0.05,16.74270965620427
222.0425050476246,205.62949663912488,211.7877019618226,202.3923707958437,1.0484202009408958,10.254803085801996,PP,44394.73223132229,269.6936675933998,948.903946114444,164.6116967717938,1.51009137275123,0.05,12.154958310714209
173.08734474344666,177.09225987646494,137.93902467272048,148.57644484050914,1.2548105596231411,35.148320070726186,PE,756.0814715679901,1.280295621926864,0.0378617845540108,590.5522584225696,1.5333203419482455,0.05,1.246855887286371
187.28754196012812,156.15567391322622,142.38630277965063,143.52492085366194,1.315348023678684,44.90123918047752,PE,92223.08399654317,52.135061449025386,586.9075737766575,1768.926350742764,1.5314842175443155,0.05,14.689920003125302
183.8295048419993,154.30841682067444,135.8289640808848,142.89194236697483,1.3533895814189576,48.00054076111451,PE,19647.08530391287,82.38191293733483,421.9161492133197,238.48785010150544,1.5158048400735382,0.05,8.514257677105345
309.31363132536694,286.3732075158959,263.646902189692,301.01461746371285,1.1732117038220238,45.66672913567498,PET,9520.311014958925,31.725346003892824,115.47130095232644,300.0853328279117,1.5651057741505137,0.05,4.659438195456695
251.9250666432621,225.8037084388316,232.61754590471784,212.3589346651594,1.0830011367519663,19.307520738544294,PS,2021.4960779185883,1.6865543978719115,0.8540616462844931,1198.5952420335268,1.5996062311157018,0.05,1.388900866205068
255.35820281695703,234.8101315197191,232.82727571477045,230.81580868736805,1.0967709948631128,22.53092710218658,PS,57913.72223239249,110.70809405334376,1070.574233087012,523.1209400458482,1.537595422775989,0.05,15.776892855851766
276.84094407919525,287.6215961540711,293.86380221100285,264.1245160856499,0.9420722865363844,-17.022858131807595,PVC,17250.76164690401,84.79423187775308,165.7117198262279,203.44263123428965,1.5288734809523097,0.05,13.970315334620867
186.48175548814237,163.97204412907573,155.1480360960753,162.54749699395427,1.201960141942523,31.333719392067053,PE,17258.14616388675,30.58276478979043,52.77345019765894,564.3095476143412,1.5220146960674854,0.05,4.937046430837627
258.5571683109777,239.42675733200107,250.60073166108097,234.37663149006832,1.0317494549882529,7.956436649896744,PC,25585.08222650576,20.56834501557589,383.2524494890964,1243.9057301832945,1.5741864249302335,0.05,8.45751767778819
241.31309636404376,232.223971622689,249.30753324189777,221.93786385073943,0.9679334323600356,-7.994436877854014,PS,9800.25527696721,13.675675004062294,8.863772064709009,716.6194921522682,1.545229596793097,0.05,3.028717155822417
215.08966460276355,206.95581807289173,197.7671030230021,212.53135991467823,1.087590713091179,17.322561579761413,PP,77479.97338344387,196.69660356416685,915.8460378429136,393.9060053864848,1.5996957316184883,0.05,14.77594296991706
300.8929266238192,289.5243315899581,283.01149961668875,278.2786164420784,1.063182687033386,17.88142700713047,PVC,10127.362848754154,13.25615663038938,8.065511696203478,763.974289861171,1.5456104066241072,0.05,3.0078299360619303
179.80394192940614,154.3773449403619,146.3212886662312,158.93725270192343,1.2288296772696634,33.48265326317494,PE,55407.92613991533,58.834720413516045,924.724656567785,941.7555781610338,1.560480441149131,0.05,15.0196882541554
282.5034717198633,286.04844235089325,270.54408149553626,265.6066137739685,1.0442049597175325,11.959390224327024,PVC,88102.7909857705,44.7051264221202,227.6620365228222,1970.753648069459,1.5445751901608429,0.05,14.250014206379664
201.6977835798819,170.30834461289567,145.9599784078431,160.31026881112285,1.3818704673708266,55.7378051720388,PE,26393.684738782395,11.78586757179915,635.5429340745465,2239.435033166072,1.5757773025370143,0.05,7.375349256031723
247.39550780381333,243.31360355956912,231.80173443608183,228.75763085788068,1.06727203058108,15.593773367731472,PC,59866.799158887545,174.9300282365732,1361.4126104669003,342.23283310502984,1.5260819418985605,0.05,12.024564162949918
217.61809957343337,193.86347153918868,200.82790971936168,204.8533460885522,1.0836048628775472,16.790189854071684,PP,2027.895829233355,28.53643529997041,45.515459762062335,71.06338993799952,1.561254557054071,0.05,3.740464906483706
